odm_library_schema,,,,,,,,
odm_contact,form_placeholder,"Contact information for the individual or organization that is responsible for or most knowledgeable about the dataset. This could be the author of a report, the contact information for the relevant department of an organization that produced a report, or the data analyst, mapper or researcher that produced a dataset or report.",odm_contact.form_placeholder,ข้อมูลติดต่อรายบุคคลหรือองค์กรที่มีหน้าที่รับผิดชอบหรือมีความรู้มากที่สุดเกี่ยวกับชุดข้อมูล สามารถเป็นผู้เขียนรายงาน ข้อมูลติดต่อของหน่วยงานที่จัดทำรายงาน หรือนักวิเคราะห์ข้อมูล นักแผนที่ หรือนักวิจัยที่จัดทำชุดข้อมูลหรือรายงาน,,,အချက်အလက်အစုနှင့်ပတ်သက်၍ နှံ့စပ်သော သို့မဟုတ် တာဝန်ရှိသော ပုဂ္ဂိုလ် သို့မဟုတ် အဖွဲ့အစည်းအတွက် ဆက်သွယ်ရန် အချက်အလက်။ အစီရင်ခံစာရေးသူ၊ အစီရင်ခံစာပြုစုသည့်အဖွဲ့၏ သက်ဆိုင်ရာဌာန၊ သို့မဟုတ် အချက်အလက်အစု သို့မဟုတ် အစီရင်ခံစာ ပြုစုသော အချက်အလက်ဆန်းစစ်သူ၊ ပုံဆွဲသူ သို့မဟုတ် သုတေသီ တို့အတွက် ဆက်သွယ်ရန် အချက်အလက် ဖြစ်နိုင်ပါသည်။,"ຂໍ້ມູນຕິດຕໍ່ສຳລັບບຸກຄົນ ຫຼື ອົງການທີ່ຮັບຜິດຊອບເອກະສານ ຫຼື ມີຄວາມຊ່ຽວຊານກ່ຽວກັບເອກະສານນີ້. ອາດຈະເປັນຜູ້ຂຽນບົດລາຍງານ ຫຼື ຂໍ້ມູນຕິດຕໍ່ຂອງພະແນກ ຫຼື ອົງການຈັດຕັ້ງທີ່ກ່ຽວຂ້ອງກັບການເຮັດບົດລາຍງານ ຫຼື ວິເຄາະຂໍ້ມູນ, ຜູ້ສ້າງແຜນທີ່ ຫຼື ນັກຄົ້ນຄວ້າທີ່ສ້າງຊຸດຂໍ້ມູນ ຫຼື ບົດລາຍງານ."
marc21_100,label,Author (individual),marc21_100.label,ผู้แต่ง (บุคคล) ,,Tác giả (cá nhân),ရေးသားသူ (တစ်ဦးချင်း) ,ຜູ້ຂຽນ (ບຸກຄົນ)
marc21_100,form_placeholder,Main Entry-Personal Name (author).,marc21_100.form_placeholder,ชื่อผู้แต่งหลัก (ผู้แต่ง),,,အဓိက အချက်အလက်ထည့်သူ၏ အမည် (ရေးသားသူ),ຊື່ຜູ້ຂຽນ (ບຸກຄົນ)
marc21_110,label,Author (corporate),marc21_110.label,ผู้แต่ง (หน่วยงาน),,Tác giả (tổ chức),ရေးသားသူ (အဖွဲ့),ຜູ້ຂຽນ (ອົງການຈັດຕັ້ງ)
marc21_110,form_placeholder,Main Entry-Corporate Name (corporate author) or title of journal.,marc21_110.form_placeholder,ชื่อหน่วยงานที่เป็นผู้แต่งหลัก (หน่วยงานเจ้าของงานเขียน) หรือชื่อผลงานเขียน,,,အဓိက အချက်အလက်ထည့်သော အဖွဲ့အမည် (ပူးတွဲရေးသားသူ) သို့မဟုတ် ဂျာနယ်ခေါင်းစဉ်,ຊື່ຜູ້ຂຽນ (ອົງການຈັດຕັ້ງ) ຂອງສິ່ງພິມ
marc21_700,label,Co-author (individual),marc21_700.label,ผู้แต่งร่วม (บุคคล),,Đồng tác giả (cá nhân),ပူးတွဲရေးသားသူ (တစ်ဦးချင်းစီ),ຜູ້ຂຽນຮ່ວມ (ບຸກຄົນ)
marc21_700,form_placeholder,"Personal Name (co-author), more than one author.",marc21_700.form_placeholder,ชื่อบุคคล (ผู้แต่งร่วม) มากกว่าหนึ่ง,,,ရေးသားသူ တစ်ယောက်ထက်ပိုလျှင် ပုဂ္ဂလိက အမည် (ပူးတွဲရေးသားသူ),ຊື່ຜູ້ຂຽນຮ່ວມ ຫຼາຍກວ່າໜຶ່ງທ່ານ
marc21_710,label,Co-author (coorporate),marc21_710.label,ผู้แต่งร่วม (หน่วยงาน),,Đồng tác giả (tổ chức),ပူးတွဲရေးသားသူ (အဖွဲ့),ຜູ້ຂຽນຮ່ວມ (ອົງການຈັດຕັ້ງ)
marc21_710,form_placeholder,"Corporate Name, more than one Corporate.",marc21_710.form_placeholder,ชื่อหน่วยงาน มากกว่าหนึ่ง,,,အဖွဲ့တစ်ဖွဲ့ထက်ပိုလျှင် အဖွဲ့၏အမည်,ຊື່ື່ອົງການຈັັດຕັ້ງ ຫຼາຍກວ່າໜຶ່ງອົງການ
marc21_020,label,ISBN number,marc21_020.label,เลขหนังสือ ISBN,,Số ISBN,ISBN နံပါတ်,ເລກລະຫັດ ISBN 
marc21_020,form_placeholder,13-digit unique number that uniquely identify a commercial book,marc21_020.form_placeholder,หมายเลขเฉพาะ 13 หลักที่ระบุให้หนังสือเชิงพาณิชย์,,,စီးပွားဖြစ်စာအုပ်ကို သီးခြားသတ်မှတ်ပေးသော ဂဏန်း 13 လုံးပါ သီးခြားနံပါတ်,ຕົວເລກ 13 ຫຼັກທີ່ກຳນົດລະຫັດພິມຈຳໜ່າຍຂອງປື້ມ
marc21_022,label,ISSN number,marc21_022.label,เลขหนังสือ ISSN,,Số ISSN,ISSN နံပါတ်,ເລກລະຫັດ ISSN 
marc21_022,form_placeholder,8-digit number that uniquely identify a serial publication,marc21_022.form_placeholder,หมายเลขเฉพาะ 8 หลักที่ระบุชุดสิ่งพิมพ์ต่อเนื่อง,,,အမှတ်စဉ်ထုတ်ဝေခြင်းကို သီးခြားသတ်မှတ်ပေးသော ဂဏန်း 8 လုံးပါ နံပါတ်,ຕົວເລກ 8 ຫຼັກທີ່ກຳນົດລະຫັດເລກລຳດັບຂອງສິ່ງພິມ
marc21_260a,label,Publication place,marc21_260a.label,Publication place,កន្លែងបោះពុម្ភផ្សាយ,Nơi xuất bản,ထုတ်ဝေသည့်နေရာ,ສະຖານທີ່ຈັດພິມ
marc21_260a,form_placeholder,Place of publisher,marc21_260a.form_placeholder,สถานที่สำนักพิมพ์,,,ထုတ်ဝေသူ၏ တည်နေရာ,ສະຖານທີ່ຈັດພິມເອກະສານ
marc21_260b,label,Publisher,marc21_260b.label,สำนักพิมพ์,អ្នកបោះពុម្ពផ្សាយ,Nhà xuất bản,ထုတ်ဝေသူ,ຜູ້ຈັດພິມ
marc21_260b,form_placeholder,Name of publishing organization,marc21_260b.form_placeholder,ชื่อสำนักพิมพ์,,,ထုတ်ဝေသည့် အဖွဲ့အစည်း၏အမည်,ຊື່ອົງການຈັດຕັ້ງທີ່ຈັດພິມ
marc21_260c,label,Publication date,marc21_260c.label,วันที่พิมพ์,,Ngày xuất bản,ထုတ်ဝေသည့်ရက်စွဲ,ປີຈັດພິມ
marc21_260c,form_placeholder,Date published (YYYY),marc21_260c.form_placeholder,ปีที่พิมพ์ (ปปปป),,,ထုတ်ဝေသည့်ရက်စွဲ (ခုနှစ်),ປີທີ່ຈັດພິມ (YYYY)
marc21_300,label,Pagination,marc21_300.label,จำนวนหน้า,ការបង់លេខ,Đánh số trang,စာမျက်နှာခွဲ,ຈຳນວນໜ້າ
marc21_300,form_placeholder,Physical description (pagination),marc21_300.form_placeholder,คำอธิบาย (เลขหน้า),,,အသွင်အပြင်ဖော်ပြချက် (စာမျက်နှာခွဲ),ລາຍລະອຽດດ້ານລັກສະນະ (ຈຳນວນໜ້າທັງໝົດ)
marc21_500,label,General note,marc21_500.label,หมายเหตุทั่วไป,កំណត់សំគាល់ទូទៅង,Chú ý,အထွေထွေ မှတ်ချက်,ໝາຍເຫດ
marc21_500,form_placeholder,General note.,marc21_500.form_placeholder,หมายเหตุทั่วไป,,Chú ý,အထွေထွေ မှတ်ချက်,ໝາຍເຫດ.
odm_reference_document,label,Legacy reference document,odm_reference_document.label,เอกสารอ้างอิงแบบเดิม,,Văn bản pháp luật liên quan,ဆက်ခံရရှိကြောင်းညွှန်းဆိုသည့်စာတမ်း,ເອກະສານອ້າງອີງສະເພາະ
odm_reference_document,form_placeholder,e.g Tong_Min_Group_Engineering__21.06.2011.pdf,odm_reference_document.form_placeholder,เช่น Tong_Min_Group_Engineering__21.06.2011.pdf,,,ဥပမာ Tong_Min_Group_Engineering__21.06.2011.pdf,ຕົວຢ່າງ Tong_Min_Group_Engineering__21.06.2011.pdf
maintainer,label,Maintainer,maintainer.label,ผู้ดูแล,,Người cập nhật,ထိန်းသိမ်းစောင့်ရှောက်သူ,ຜູ້ຄຸ້ມຄອງ
maintainer_email,label,Maintainer email,maintainer_email.label,อีเมล์ผู้ดูแล,,Email người cập nhật,ထိန်းသိမ်းစောင့်ရှောက်သူ၏ အီးမေးလ်,ອີເມວຜູ້ຄຸ້ມຄອງ
author,label,Author,author.label,ผู้เขียน,,Tác giả,ရေးသားသူ,ຜູ້ອັບໂຫຼດ
author_email,label,Author email,author_email.label,อีเมล์ผู้เขียน,,,ရေးသားသူ၏ အီးမေးလ်,ອີເມວຜູ້ອັບໂຫຼດ
odm_keywords,label,Keywords,odm_keywords.label,คำสำคัญ,,,အဓိကစကားလုံးများ,ຄຳສັບຫຼັກ
odm_keywords,help_text,INTERNAL USE ONLY: Enter keywords for improving the discoverability of this record via search,odm_keywords.help_text,สำหรับใช้ภายในเท่านั้น: ป้อนคำสำคัญเพื่อปรับปรุงการค้นหาให้พบรายการนี้,,,အဖွဲ့အတွင်း အသုံးပြုသူများသာ - ရှာဖွေရန် မှတဆင့် ဤမှတ်တမ်းကို ရှာဖွေတွေ့မြင်နိုင်ရန် အဓိကစကားလုံးကို ရိုက်ထည့်ပါ။,ນຳໃຊ້ສະເພາະພາຍໃນເທົ່ານັ້ນ: ກະລຸນາປ້ອນຄຳສັບຫຼັກ ເພື່ອປັບປຸງການຄົ້ນຫາລາຍການນີ້ຜ່ານ 'ປຸ່ມຄົ້ນຫາ'
